combination,train_Accuracy,test_Accuracy,colsample_bytree,learning_rate,max_depth,alpha,n_estimators
360,0.727140352441235,0.7179365268037561,0.5,0.01,10,100,100
361,0.7153130664764792,0.7111612979912041,0.5,0.1,3,1,10
362,0.7572434697334404,0.7514560798763817,0.5,0.1,3,1,50
363,0.7764702386258953,0.7699988113633662,0.5,0.1,3,1,100
364,0.7144215625092865,0.7108047070010698,0.5,0.1,3,10,10
365,0.7565302665596861,0.7508617615594912,0.5,0.1,3,10,50
366,0.7740928947133815,0.7689290383929632,0.5,0.1,3,10,100
367,0.7076758491575288,0.7039106145251397,0.5,0.1,3,100,10
368,0.7449704317850881,0.7396885772019494,0.5,0.1,3,100,50
369,0.7629193783245669,0.7594199453227148,0.5,0.1,3,100,100
370,0.7480906956702624,0.7374301675977654,0.5,0.1,5,1,10
371,0.7867522510475171,0.7689290383929632,0.5,0.1,5,1,50
372,0.8041068616088675,0.7749910852252466,0.5,0.1,5,1,100
373,0.7455647677632166,0.7363603946273625,0.5,0.1,5,10,10
374,0.7805117232771686,0.7701176750267443,0.5,0.1,5,10,50
375,0.7928144780244272,0.7772494948294306,0.5,0.1,5,10,100
376,0.720513506285103,0.7150837988826816,0.5,0.1,5,100,10
377,0.7585807256842293,0.7501485795792227,0.5,0.1,5,100,50
378,0.77427119550682,0.765244264828242,0.5,0.1,5,100,100
379,0.7888621437698731,0.7532390348270533,0.5,0.1,8,1,10
380,0.840004754687825,0.7698799476999881,0.5,0.1,8,1,50
381,0.8741790734302101,0.7760608581956496,0.5,0.1,8,1,100
382,0.767436331758343,0.7480090336384168,0.5,0.1,8,10,10
383,0.8000950937565006,0.7726138119576845,0.5,0.1,8,10,50
384,0.8157261299812785,0.7759419945322715,0.5,0.1,8,10,100
385,0.7275563876259249,0.7212647093783431,0.5,0.1,8,100,10
386,0.762859944726754,0.7547842624509687,0.5,0.1,8,100,50
387,0.7767079730171466,0.7654819921549982,0.5,0.1,8,100,100
388,0.8242251344685151,0.7522881255200285,0.5,0.1,10,1,10
389,0.891503967192654,0.7684535837394508,0.5,0.1,10,1,50
390,0.9317107961130427,0.7711874479971472,0.5,0.1,10,1,100
391,0.7748655314849484,0.7515749435397598,0.5,0.1,10,10,10
392,0.8082374966568602,0.7707119933436348,0.5,0.1,10,10,50
393,0.8296930254672966,0.7774872221561868,0.5,0.1,10,10,100
394,0.7273780868324864,0.7212647093783431,0.5,0.1,10,100,10
395,0.7636028646994146,0.7545465351242125,0.5,0.1,10,100,50
396,0.77751032658762,0.7647688101747295,0.5,0.1,10,100,100
397,0.7755787346587025,0.7672649471056698,0.5,1.0,3,1,10
398,0.8071082582984161,0.7751099488886247,0.5,1.0,3,1,50
399,0.8289798222935425,0.7762985855224058,0.5,1.0,3,1,100
400,0.7711806484205521,0.764174491857839,0.5,1.0,3,10,10
401,0.7964696442899171,0.7766551765125401,0.5,1.0,3,10,50
402,0.8107337077649995,0.7772494948294306,0.5,1.0,3,10,100
403,0.7598882648361118,0.7547842624509687,0.5,1.0,3,100,10
404,0.7730825235505632,0.7650065375014858,0.5,1.0,3,100,50
405,0.7730825235505632,0.7650065375014858,0.5,1.0,3,100,100
406,0.7986092538111794,0.7673838107690479,0.5,1.0,5,1,10
407,0.8710588095450358,0.7701176750267443,0.5,1.0,5,1,50
408,0.9255891355383198,0.7626292642339237,0.5,1.0,5,1,100
409,0.7886838429764346,0.7680969927493165,0.5,1.0,5,10,10
410,0.8309411310213664,0.7735647212647094,0.5,1.0,5,10,50
411,0.8587857715966836,0.7708308570070129,0.5,1.0,5,10,100
412,0.7706457460402365,0.7612029002733864,0.5,1.0,5,100,10
413,0.7767079730171466,0.7665517651254011,0.5,1.0,5,100,50
414,0.7767079730171466,0.7665517651254011,0.5,1.0,5,100,100
415,0.8625300882588928,0.7695233567098538,0.5,1.0,8,1,10
416,0.9865977236932038,0.7591822179959586,0.5,1.0,8,1,50
417,0.9998216992065615,0.758350172352312,0.5,1.0,8,1,100
418,0.8116549285310987,0.772019493640794,0.5,1.0,8,10,10
419,0.8917119847849989,0.7679781290859384,0.5,1.0,8,10,50
420,0.9258268699295712,0.7639367645310828,0.5,1.0,8,10,100
421,0.7710914980238329,0.7602519909663615,0.5,1.0,8,100,10
422,0.7799768208968529,0.7665517651254011,0.5,1.0,8,100,50
423,0.7799768208968529,0.7665517651254011,0.5,1.0,8,100,100
424,0.9211018989034501,0.759657672649471,0.5,1.0,10,1,10
425,0.9997622656087486,0.7623915369071674,0.5,1.0,10,1,50
426,0.9999702832010936,0.7603708546297396,0.5,1.0,10,1,100
427,0.8251463552346141,0.7733269939379531,0.5,1.0,10,10,10
428,0.9138212831713768,0.7710685843337691,0.5,1.0,10,10,50
429,0.9460640099848444,0.7678592654225603,0.5,1.0,10,10,100
430,0.7723396035779025,0.7604897182931178,0.5,1.0,10,100,10
431,0.7807791744673264,0.7654819921549982,0.5,1.0,10,100,50
432,0.7807791744673264,0.7654819921549982,0.5,1.0,10,100,100
433,0.7141243945202222,0.7098537976940449,0.7,0.001,3,1,10
434,0.7155210840688241,0.7129442529418757,0.7,0.001,3,1,50
435,0.7167691896228938,0.7167478901699751,0.7,0.001,3,1,100
436,0.7101126266678554,0.7058124331391894,0.7,0.001,3,10,10
437,0.7152536328786663,0.71330084393201,0.7,0.001,3,10,50
438,0.7165314552316424,0.7150837988826816,0.7,0.001,3,10,100
439,0.7017324893762444,0.6976108403661001,0.7,0.001,3,100,10
440,0.707408397967371,0.704267205515274,0.7,0.001,3,100,50
441,0.707200380375026,0.7039106145251397,0.7,0.001,3,100,100
442,0.7530831178865413,0.7453940330440985,0.7,0.001,5,1,10
443,0.7523699147127871,0.7423035777962677,0.7,0.001,5,1,50
444,0.7521024635226293,0.7421847141328896,0.7,0.001,5,1,100
445,0.7454459005675909,0.7394508498751932,0.7,0.001,5,10,10
446,0.7491307836319872,0.7407583501723524,0.7,0.001,5,10,50
447,0.7491605004308936,0.7423035777962677,0.7,0.001,5,10,100
448,0.7239606549582479,0.7205515273980744,0.7,0.001,5,100,10
449,0.7307658019078185,0.7257815285867111,0.7,0.001,5,100,50
450,0.730022881935158,0.7255438012599549,0.7,0.001,5,100,100
451,0.7926956108288015,0.7635801735409485,0.7,0.001,8,1,10
452,0.7932305132091171,0.7685724474028289,0.7,0.001,8,1,50
453,0.7941814507741226,0.7670272197789136,0.7,0.001,8,1,100
454,0.7764702386258953,0.7576369903720432,0.7,0.001,8,10,10
455,0.7779857953701227,0.7590633543325805,0.7,0.001,8,10,50
456,0.7783721137559062,0.7581124450255556,0.7,0.001,8,10,100
457,0.736441710498945,0.727921074527517,0.7,0.001,8,100,10
458,0.7401563103622478,0.7327944847260193,0.7,0.001,8,100,50
459,0.7401563103622478,0.7329133483893974,0.7,0.001,8,100,100
460,0.8254732400225848,0.7645310828479733,0.7,0.001,10,1,10
461,0.8249680544411756,0.765244264828242,0.7,0.001,10,1,50
462,0.8264836111854031,0.7679781290859384,0.7,0.001,10,1,100
463,0.7859796142759502,0.7577558540354213,0.7,0.001,10,10,10
464,0.7855635790912603,0.7613217639367645,0.7,0.001,10,10,50
465,0.7866631006507979,0.7616783549268988,0.7,0.001,10,10,100
466,0.7374817984606699,0.7289908474979199,0.7,0.001,10,100,10
467,0.7409883807316275,0.7333888030429098,0.7,0.001,10,100,50
468,0.7409586639327211,0.7327944847260193,0.7,0.001,10,100,100
469,0.7098154586787911,0.7055747058124331,0.7,0.01,3,1,10
470,0.7189087991441562,0.7169856174967313,0.7,0.01,3,1,50
471,0.7255356453002882,0.7241174372994176,0.7,0.01,3,1,100
472,0.7087159371192535,0.7048615238321645,0.7,0.01,3,10,10
473,0.7184333303616535,0.7165101628432188,0.7,0.01,3,10,50
474,0.725030459718879,0.7232853916557709,0.7,0.01,3,10,100
475,0.7042287004843838,0.6989183406632592,0.7,0.01,3,100,10
476,0.710647529048171,0.707714251753239,0.7,0.01,3,100,50
477,0.7184036135627471,0.7163912991798407,0.7,0.01,3,100,100
478,0.7487741820451101,0.7393319862118151,0.7,0.01,5,1,10
479,0.7535288698701376,0.7446808510638298,0.7,0.01,5,1,50
480,0.7586698760809486,0.7491976702721977,0.7,0.01,5,1,100
481,0.7453567501708716,0.736954712944253,0.7,0.01,5,10,10
482,0.7506463403762147,0.7424224414596458,0.7,0.01,5,10,50
483,0.7563519657662476,0.7491976702721977,0.7,0.01,5,10,100
484,0.7252979109090368,0.7220967550219898,0.7,0.01,5,100,10
485,0.7334700306083028,0.7283965291810294,0.7,0.01,5,100,50
486,0.7376898160530148,0.7341019850231784,0.7,0.01,5,100,100
487,0.7931710796113043,0.762985855224058,0.7,0.01,8,1,10
488,0.7985498202133666,0.7678592654225603,0.7,0.01,8,1,50
489,0.8048794983804345,0.7691667657197195,0.7,0.01,8,1,100
490,0.7764999554248017,0.7559728990847497,0.7,0.01,8,10,10
491,0.7808386080651393,0.7608463092832521,0.7,0.01,8,10,50
492,0.7851475439065704,0.7645310828479733,0.7,0.01,8,10,100
493,0.7380167008409854,0.7281588018542732,0.7,0.01,8,100,10
494,0.7452081661763394,0.7382622132414121,0.7,0.01,8,100,50
495,0.7490119164363614,0.7420658504695115,0.7,0.01,8,100,100
496,0.8237496656860123,0.7667894924521573,0.7,0.01,10,1,10
497,0.833169890939348,0.7702365386901224,0.7,0.01,10,1,50
498,0.8420552138123681,0.7699988113633662,0.7,0.01,10,1,100
499,0.7860687646726695,0.7585878996790681,0.7,0.01,10,10,10
500,0.7896644973403465,0.7646499465113514,0.7,0.01,10,10,50
501,0.793646548393807,0.7657197194817544,0.7,0.01,10,10,100
502,0.7397699919764643,0.7297040294781885,0.7,0.01,10,100,10
503,0.7460402365457193,0.7379056222512778,0.7,0.01,10,100,50
504,0.7501114379958991,0.7421847141328896,0.7,0.01,10,100,100
505,0.7232474517844938,0.720076072744562,0.7,0.1,3,1,10
506,0.7624141927431577,0.756210626411506,0.7,0.1,3,1,50
507,0.778074945766842,0.76976108403661,0.7,0.1,3,1,100
508,0.7237229205669965,0.7210269820515869,0.7,0.1,3,10,10
509,0.7610175031945559,0.7546653987875906,0.7,0.1,3,10,50
510,0.7759056194466732,0.7710685843337691,0.7,0.1,3,10,100
511,0.7143026953136609,0.7085462973968858,0.7,0.1,3,100,10
512,0.7507949243707468,0.7451563057173423,0.7,0.1,3,100,50
513,0.7648212534545779,0.761916082253655,0.7,0.1,3,100,100
514,0.7604231672164274,0.7509806252228693,0.7,0.1,5,1,10
515,0.7899913821283171,0.7752288125520028,0.7,0.1,5,1,50
516,0.805622418353095,0.7770117675026744,0.7,0.1,5,1,100
517,0.756797717749844,0.74717698799477,0.7,0.1,5,10,10
518,0.7844937743306291,0.773208130274575,0.7,0.1,5,10,50
519,0.7956078571216308,0.7785569951265898,0.7,0.1,5,10,100
520,0.7377492496508277,0.7322001664091288,0.7,0.1,5,100,10
521,0.7651184214436421,0.7597765363128491,0.7,0.1,5,100,50
522,0.7778669281744971,0.7719006299774159,0.7,0.1,5,100,100
523,0.8033045080383941,0.7680969927493165,0.7,0.1,8,1,10
524,0.8414014442364268,0.7762985855224058,0.7,0.1,8,1,50
525,0.8765861341416302,0.7766551765125401,0.7,0.1,8,1,100
526,0.7828890671896823,0.7597765363128491,0.7,0.1,8,10,10
527,0.8035422424296454,0.7749910852252466,0.7,0.1,8,10,50
528,0.8204808178063059,0.7795079044336146,0.7,0.1,8,10,100
529,0.7459213693500936,0.7367169856174968,0.7,0.1,8,100,10
530,0.7719235683932126,0.7633424462141923,0.7,0.1,8,100,50
531,0.7812249264509227,0.7728515392844407,0.7,0.1,8,100,100
532,0.8381920299545333,0.7658385831451325,0.7,0.1,10,1,10
533,0.8945945142789219,0.7760608581956496,0.7,0.1,10,1,50
534,0.9346824760036849,0.7743967669083561,0.7,0.1,10,1,100
535,0.7917743900627024,0.7639367645310828,0.7,0.1,10,10,10
536,0.8149832100086178,0.7762985855224058,0.7,0.1,10,10,50
537,0.8367061900092122,0.7772494948294306,0.7,0.1,10,10,100
538,0.746931740512912,0.7382622132414121,0.7,0.1,10,100,10
539,0.7733796915396274,0.761916082253655,0.7,0.1,10,100,50
540,0.7821164304181154,0.7719006299774159,0.7,0.1,10,100,100
541,0.7759947698433924,0.7669083561155354,0.7,1.0,3,1,10
542,0.8084455142492051,0.7757042672055152,0.7,1.0,3,1,50
543,0.83091141422246,0.7723760846309283,0.7,1.0,3,1,100
544,0.7757867522510475,0.7689290383929632,0.7,1.0,3,10,10
545,0.8008380137291611,0.777724949482943,0.7,1.0,3,10,50
546,0.8125464324982913,0.7804588137406395,0.7,1.0,3,10,100
547,0.7648212534545779,0.7578747176987994,0.7,1.0,3,100,10
548,0.7754598674630768,0.7654819921549982,0.7,1.0,3,100,50
549,0.7754598674630768,0.7654819921549982,0.7,1.0,3,100,100
550,0.7992333065882143,0.7701176750267443,0.7,1.0,5,1,10
551,0.8766158509405367,0.7685724474028289,0.7,1.0,5,1,50
552,0.9348607767971234,0.7627481278973018,0.7,1.0,5,1,100
553,0.7920715580517667,0.7696422203732319,0.7,1.0,5,10,10
554,0.8373896763840599,0.7719006299774159,0.7,1.0,5,10,50
555,0.8663635553178212,0.7684535837394508,0.7,1.0,5,10,100
556,0.7748952482838548,0.7626292642339237,0.7,1.0,5,100,10
557,0.7810169088585778,0.7683347200760727,0.7,1.0,5,100,50
558,0.7810169088585778,0.7683347200760727,0.7,1.0,5,100,100
559,0.8691272176161184,0.7694044930464757,0.7,1.0,8,1,10
560,0.9919467474963597,0.765244264828242,0.7,1.0,8,1,50
561,0.9999405664021872,0.7609651729466302,0.7,1.0,8,1,100
562,0.8156369795845592,0.7736835849280875,0.7,1.0,8,10,10
563,0.9026774835814686,0.7669083561155354,0.7,1.0,8,10,50
564,0.9368518023238537,0.7628669915606799,0.7,1.0,8,10,100
565,0.7779263617723099,0.7714251753239035,0.7,1.0,8,100,10
566,0.7828296335918695,0.7729704029478188,0.7,1.0,8,100,50
567,0.7828296335918695,0.7729704029478188,0.7,1.0,8,100,100
568,0.9247273483700336,0.7612029002733864,0.7,1.0,10,1,10
569,0.9998811328043743,0.7645310828479733,0.7,1.0,10,1,50
570,0.9999702832010936,0.7635801735409485,0.7,1.0,10,1,100
571,0.8334076253305994,0.76976108403661,0.7,1.0,10,10,10
572,0.93081929214585,0.7634613098775704,0.7,1.0,10,10,50
573,0.9561974384119343,0.7634613098775704,0.7,1.0,10,10,100
574,0.7787881489405961,0.7677404017591822,0.7,1.0,10,100,10
575,0.7849989599120383,0.7705931296802567,0.7,1.0,10,100,50
576,0.7849989599120383,0.7705931296802567,0.7,1.0,10,100,100
577,0.7104097946569196,0.7055747058124331,0.9,0.001,3,1,10
578,0.713470624944281,0.7079519790799953,0.9,0.001,3,1,50
579,0.7169474904163323,0.7119933436348508,0.9,0.001,3,1,100
580,0.713262607351936,0.707714251753239,0.9,0.001,3,10,10
581,0.7138569433300644,0.708784024723642,0.9,0.001,3,10,50
582,0.7198597367091617,0.7148460715559254,0.9,0.001,3,10,100
583,0.6990876942735729,0.695233567098538,0.9,0.001,3,100,10
584,0.7054768060384535,0.6998692499702841,0.9,0.001,3,100,50
585,0.7048824700603251,0.7004635682871746,0.9,0.001,3,100,100
586,0.7527562330985706,0.7442053964103174,0.9,0.001,5,1,10
587,0.7554307450001486,0.7469392606680137,0.9,0.001,5,1,50
588,0.7560845145760898,0.7480090336384168,0.9,0.001,5,1,100
589,0.7493388012243322,0.7439676690835612,0.9,0.001,5,10,10
590,0.7501114379958991,0.7419469868061334,0.9,0.001,5,10,50
591,0.7515081275445009,0.7444431237370736,0.9,0.001,5,10,100
592,0.7331431458203322,0.7278022108641389,0.9,0.001,5,100,10
593,0.7378978336453598,0.7302983477950791,0.9,0.001,5,100,50
594,0.7304092003209415,0.7249494829430643,0.9,0.001,5,100,100
595,0.7963804938931979,0.7657197194817544,0.9,0.001,8,1,10
596,0.7956078571216308,0.7661951741352668,0.9,0.001,8,1,50
597,0.7948946539478767,0.7660763104718887,0.9,0.001,8,1,100
598,0.7810169088585778,0.7610840366100083,0.9,0.001,8,10,10
599,0.7808683248640457,0.7598953999762272,0.9,0.001,8,10,50
600,0.7815815280377998,0.7603708546297396,0.9,0.001,8,10,100
601,0.7449407149861816,0.7390942588850589,0.9,0.001,8,100,10
602,0.7519835963270036,0.7442053964103174,0.9,0.001,8,100,50
603,0.7481501292680752,0.7393319862118151,0.9,0.001,8,100,100
604,0.8280586015274435,0.7669083561155354,0.9,0.001,10,1,10
605,0.8282963359186949,0.7672649471056698,0.9,0.001,10,1,50
606,0.8292175566847939,0.7691667657197195,0.9,0.001,10,1,100
607,0.7913880716769189,0.7633424462141923,0.9,0.001,10,10,10
608,0.7908828860955098,0.7640556281944609,0.9,0.001,10,10,50
609,0.7915069388725446,0.7647688101747295,0.9,0.001,10,10,100
610,0.7460402365457193,0.7390942588850589,0.9,0.001,10,100,10
611,0.7528751002941964,0.7431356234399145,0.9,0.001,10,100,50
612,0.7536774538646697,0.7442053964103174,0.9,0.001,10,100,100
613,0.7123116697869305,0.7078331154166171,0.9,0.01,3,1,10
614,0.7201866214971323,0.7179365268037561,0.9,0.01,3,1,50
615,0.7236337701702773,0.7216213003684774,0.9,0.01,3,1,100
616,0.7121036521945856,0.7066444787828361,0.9,0.01,3,10,10
617,0.719176250334314,0.7162724355164626,0.9,0.01,3,10,50
618,0.7227719830019911,0.7197194817544277,0.9,0.01,3,10,100
619,0.7046744524679801,0.7001069772970403,0.9,0.01,3,100,10
620,0.7108555466405159,0.7081897064067515,0.9,0.01,3,100,50
621,0.7164423048349232,0.7147272078925473,0.9,0.01,3,100,100
622,0.7542717898427981,0.7477713063116606,0.9,0.01,5,1,10
623,0.756946301744376,0.7462260786877452,0.9,0.01,5,1,50
624,0.7641080502808237,0.7525258528467847,0.9,0.01,5,1,100
625,0.751092092359811,0.7452751693807204,0.9,0.01,5,10,10
626,0.7529642506909155,0.7456317603708547,0.9,0.01,5,10,50
627,0.7610769367923688,0.7518126708665162,0.9,0.01,5,10,100
628,0.729606846750468,0.7231665279923927,0.9,0.01,5,100,10
629,0.7359662417164423,0.7308926661119696,0.9,0.01,5,100,50
630,0.7397997087753707,0.7345774396766909,0.9,0.01,5,100,100
631,0.794211167573029,0.765244264828242,0.9,0.01,8,1,10
632,0.8010757481204125,0.766432901462023,0.9,0.01,8,1,50
633,0.8056521351520014,0.7701176750267443,0.9,0.01,8,1,100
634,0.781878696026864,0.7635801735409485,0.9,0.01,8,10,10
635,0.786039047873763,0.7654819921549982,0.9,0.01,8,10,50
636,0.7887432765742475,0.7677404017591822,0.9,0.01,8,10,100
637,0.7444355294047725,0.7365981219541187,0.9,0.01,8,100,10
638,0.7511218091587174,0.7418281231427553,0.9,0.01,8,100,50
639,0.7537071706635761,0.7453940330440985,0.9,0.01,8,100,100
640,0.8260675760007132,0.7690479020563413,0.9,0.01,10,1,10
641,0.8357255356453003,0.7676215380958041,0.9,0.01,10,1,50
642,0.8437787881489406,0.7708308570070129,0.9,0.01,10,1,100
643,0.7915663724703574,0.7663140377986449,0.9,0.01,10,10,10
644,0.7956078571216308,0.7657197194817544,0.9,0.01,10,10,50
645,0.7992333065882143,0.7683347200760727,0.9,0.01,10,10,100
646,0.747288342099789,0.7398074408653275,0.9,0.01,10,100,10
647,0.7527562330985706,0.7418281231427553,0.9,0.01,10,100,50
648,0.7555198953968678,0.7458694876976109,0.9,0.01,10,100,100
649,0.7255653620991946,0.7220967550219898,0.9,0.1,3,1,10
650,0.7635731479005081,0.7585878996790681,0.9,0.1,3,1,50
651,0.7790853169296603,0.7701176750267443,0.9,0.1,3,1,100
652,0.7254464949035689,0.7201949364079401,0.9,0.1,3,10,10
653,0.7609283527978367,0.7549031261143468,0.9,0.1,3,10,50
654,0.776945707408398,0.7721383573041721,0.9,0.1,3,10,100
655,0.713470624944281,0.7127065256151195,0.9,0.1,3,100,10
656,0.7509435083652789,0.7474147153215263,0.9,0.1,3,100,50
657,0.7659504918130219,0.765244264828242,0.9,0.1,3,100,100
658,0.7630382455201926,0.7547842624509687,0.9,0.1,5,1,10
659,0.7911206204867611,0.7753476762153809,0.9,0.1,5,1,50
660,0.8069299575049775,0.7757042672055152,0.9,0.1,5,1,100
661,0.760750052004398,0.7534767621538095,0.9,0.1,5,10,10
662,0.7853258447000089,0.7749910852252466,0.9,0.1,5,10,50
663,0.7973908650560162,0.776536312849162,0.9,0.1,5,10,100
664,0.7437520430299248,0.7362415309639843,0.9,0.1,5,100,10
665,0.7669905797747467,0.762985855224058,0.9,0.1,5,100,50
666,0.7785206977504383,0.7723760846309283,0.9,0.1,5,100,100
667,0.8038691272176162,0.7721383573041721,0.9,0.1,8,1,10
668,0.8423523818014323,0.7773683584928087,0.9,0.1,8,1,50
669,0.8791417788475825,0.7773683584928087,0.9,0.1,8,1,100
670,0.7882380909928383,0.7673838107690479,0.9,0.1,8,10,10
671,0.8059195863421592,0.7770117675026744,0.9,0.1,8,10,50
672,0.8253543728269591,0.7791513134434803,0.9,0.1,8,10,100
673,0.7528156666963834,0.7456317603708547,0.9,0.1,8,100,10
674,0.7745980802947906,0.7676215380958041,0.9,0.1,8,100,50
675,0.7838697215535942,0.7739213122548437,0.9,0.1,8,100,100
676,0.8411637098451755,0.7703554023535005,0.9,0.1,10,1,10
677,0.8962883718165879,0.7743967669083561,0.9,0.1,10,1,50
678,0.9392885798341802,0.7757042672055152,0.9,0.1,10,1,100
679,0.7994116073816528,0.7684535837394508,0.9,0.1,10,10,10
680,0.8186383762741077,0.7778438131463211,0.9,0.1,10,10,50
681,0.8433627529642507,0.7779626768096993,0.9,0.1,10,10,100
682,0.7536774538646697,0.7452751693807204,0.9,0.1,10,100,10
683,0.7777480609788714,0.7666706287887792,0.9,0.1,10,100,50
684,0.7848206591185998,0.7734458576013312,0.9,0.1,10,100,100
685,0.7766782562182402,0.7695233567098538,0.9,1.0,3,1,10
686,0.8115954949332858,0.7782004041364555,0.9,1.0,3,1,50
687,0.8339128109120085,0.7738024485914656,0.9,1.0,3,1,100
688,0.776945707408398,0.7729704029478188,0.9,1.0,3,10,10
689,0.8019375352886987,0.7791513134434803,0.9,1.0,3,10,50
690,0.8147454756173665,0.7782004041364555,0.9,1.0,3,10,100
691,0.7658910582152091,0.7636990372043266,0.9,1.0,3,100,10
692,0.7744197795013521,0.7690479020563413,0.9,1.0,3,100,50
693,0.7744197795013521,0.7690479020563413,0.9,1.0,3,100,100
694,0.8031262072449555,0.7761797218590277,0.9,1.0,5,1,10
695,0.886570978574188,0.7678592654225603,0.9,1.0,5,1,50
696,0.9427060117084187,0.7658385831451325,0.9,1.0,5,1,100
697,0.7933196636058364,0.7745156305717342,0.9,1.0,5,10,10
698,0.8408962586550177,0.7734458576013312,0.9,1.0,5,10,50
699,0.873465870256456,0.7717817663140378,0.9,1.0,5,10,100
700,0.7768565570116787,0.7689290383929632,0.9,1.0,5,100,10
701,0.7808088912662328,0.7716629026506597,0.9,1.0,5,100,50
702,0.7808088912662328,0.7716629026506597,0.9,1.0,5,100,100
703,0.869810703990966,0.7680969927493165,0.9,1.0,8,1,10
704,0.9961368161421652,0.757399263045287,0.9,1.0,8,1,50
705,0.9999702832010936,0.760727445619874,0.9,1.0,8,1,100
706,0.8220558081483462,0.7759419945322715,0.9,1.0,8,10,10
707,0.9113250720632373,0.7676215380958041,0.9,1.0,8,10,50
708,0.9438649668657693,0.7663140377986449,0.9,1.0,8,10,100
709,0.7810466256574842,0.7682158564126946,0.9,1.0,8,100,10
710,0.7847017919229741,0.7743967669083561,0.9,1.0,8,100,50
711,0.7847017919229741,0.7743967669083561,0.9,1.0,8,100,100
712,0.9245490475765951,0.760727445619874,0.9,1.0,10,1,10
713,0.9999702832010936,0.7570426720551527,0.9,1.0,10,1,50
714,0.9999702832010936,0.7601331273029834,0.9,1.0,10,1,100
715,0.8390241003239131,0.7739213122548437,0.9,1.0,10,10,10
716,0.9383673590680812,0.7684535837394508,0.9,1.0,10,10,50
717,0.9618436302041544,0.7685724474028289,0.9,1.0,10,10,100
718,0.7826216159995245,0.7703554023535005,0.9,1.0,10,100,10
719,0.786247065466108,0.7752288125520028,0.9,1.0,10,100,50
720,0.786247065466108,0.7752288125520028,0.9,1.0,10,100,100
